Gene1,Gene2,CRC_cor,CRC_pVal,CTRL_cor,CTRL_pVal,zScoreDiff,pValDiff,empPVals,pValDiff_adj,Classes,type,abs_zScoreDiff
Parvimonas micra,Porphyromonas asaccharolytica,0.16235415731099,0.000514951566448429,0.973737876080064,0,31.0471781426819,1.24543552558055e-211,4.96031746031746e-05,0.0880015843635275,+/+,Bacteria,31.0471781426819
Bifidobacterium angulatum,Trichophyton mentagrophytes,0.00771051637573316,0.869857401262798,0.872338118520702,0,20.7668489106555,8.63399516779374e-96,0.000347222222222222,0.143002574590732,0/+,Intersect,20.7668489106555
Erysiphe pulchra,Thielaviopsis punctulata,0.86241292019093,0,0.232552278399842,7.0532955032121e-08,-16.578401658941,9.98493011652809e-62,0.000396825396825397,0.143002574590732,+/+,Eukaryota,16.578401658941
Gemella morbillorum,Porphyromonas asaccharolytica,0.15821478174439,0.000716556052700934,0.822670617264515,0,15.6399726430855,3.88895094100609e-55,0.000396825396825397,0.143002574590732,+/+,Bacteria,15.6399726430855
Fusobacterium periodonticum,Prevotella intermedia,0.723985112675587,0,-0.00463978147658392,0.915536396639751,-14.3199819294481,1.64165895563465e-46,0.000545634920634921,0.143002574590732,+/0,Bacteria,14.3199819294481
Aspergillus rambellii,Sphaerulina musiva,0.749985883596759,0,0.0664092241876781,0.128592041635478,-14.0992016432345,3.84090271146883e-45,0.00064484126984127,0.143002574590732,+/0,Eukaryota,14.0992016432345
Erysiphe pulchra,Sphaerulina musiva,0.810739282851481,0,0.237915177545282,3.43364545685176e-08,-13.79127298939,2.87639002879876e-43,0.00064484126984127,0.143002574590732,+/+,Eukaryota,13.79127298939
Parvimonas micra,Gemella morbillorum,0.409160543828703,0,0.857128136630568,0,13.1876993624592,1.03289546307595e-39,0.00064484126984127,0.143002574590732,+/+,Bacteria,13.1876993624592
Aspergillus rambellii,Erysiphe pulchra,0.648528639317,0,0.0497374936298957,0.255280465005157,-11.2458245512176,2.42817013872107e-29,0.00104166666666667,0.205337030181564,+/0,Eukaryota,11.2458245512176
Streptococcus anginosus,Streptococcus equinus,0.377541295030528,0,0.755179105735312,0,9.14177594035436,6.14350172247057e-20,0.00203373015873016,0.360806495890463,+/+,Bacteria,9.14177594035436
Rhizophagus clarus,Naumovozyma dairenensis,0.205117650232341,1.05599897701758e-05,0.649974940983999,0,8.82252115178977,1.11911049481251e-18,0.00277777777777778,0.426469216530941,+/+,Eukaryota,8.82252115178977
Sphaerulina musiva,Thielaviopsis punctulata,0.585766307473996,0,0.123552588075853,0.00458160052060896,-8.50867229026119,1.75936322420402e-17,0.00307539682539683,0.426469216530941,+/+,Eukaryota,8.50867229026119
Streptococcus thermophilus,Pichia kudriavzevii,0.524526581240249,0,0.0421844280018832,0.334698971746963,-8.40515995604562,4.27278831663964e-17,0.003125,0.426469216530941,+/0,Intersect,8.40515995604562
Aspergillus rambellii,Thielaviopsis punctulata,0.451689545262095,0,0.015658149202754,0.720388174277819,-7.32886682734357,2.32106884902114e-13,0.00431547619047619,0.446238122480542,+/0,Eukaryota,7.32886682734357
Fusobacterium nucleatum,Fusobacterium periodonticum,0.239842301673416,2.31628590086075e-07,0.613809082712715,0,7.31707842752714,2.53427754601672e-13,0.00431547619047619,0.446238122480542,+/+,Bacteria,7.31707842752714
Dialister pneumosintes,Aspergillus rambellii,0.0367200584297873,0.435090311940106,0.444565988765941,0,6.86236296067547,6.77307034990204e-12,0.00540674603174603,0.446238122480542,0/+,Intersect,6.86236296067547
Brachyspira pilosicoli,Schizosaccharomyces pombe,0.380141622167843,0,-0.0372033172048951,0.39493725831534,-6.80442190918299,1.01455802540232e-11,0.00550595238095238,0.446238122480542,+/0,Intersect,6.80442190918299
Baudoinia panamericana,Choanephora cucurbitarum,0.37040513705267,4.44089209850063e-16,-0.0234702172879107,0.591569962825169,-6.41432732535122,1.41446008402741e-10,0.0066468253968254,0.446238122480542,+/0,Eukaryota,6.41432732535122
Romboutsia ilealis,Albugo candida,0.394486343866589,0,0.00732025646299409,0.867109929963035,-6.37411254793838,1.8402541612572e-10,0.00674603174603175,0.446238122480542,+/0,Intersect,6.37411254793838
Clostridium beijerinckii,Adlercreutzia equolifaciens,0.451677730808162,0,0.0890731667263773,0.0413389123603967,-6.18301111765426,6.28902833093117e-10,0.00724206349206349,0.446238122480542,+/+,Bacteria,6.18301111765426
Fusobacterium nucleatum,Parvimonas micra,0.60618326986055,0,0.297670264608455,3.33866267965277e-12,-6.15824171988762,7.35570257660628e-10,0.00744047619047619,0.446238122480542,+/+,Bacteria,6.15824171988762
Fusobacterium nucleatum,Aspergillus rambellii,0.393291180352093,0,0.0334490011221175,0.444390571509143,-5.94548588218729,2.75638007318488e-09,0.00813492063492064,0.446238122480542,+/0,Intersect,5.94548588218729
Dialister pneumosintes,Moniliophthora perniciosa,-0.0376962379816905,0.422972640030254,0.327603456213591,1.33226762955019e-14,5.87750007218746,4.16508534272196e-09,0.00828373015873016,0.446238122480542,0/+,Intersect,5.87750007218746
Bifidobacterium pseudocatenulatum,Debaryomyces hansenii,0.338042625509783,1.34114941374719e-13,-0.0245707951270085,0.574299626021507,-5.8557448146481,4.74876913994947e-09,0.00848214285714286,0.446238122480542,+/0,Intersect,5.8557448146481
Streptococcus anginosus,Streptococcus milleri,0.881167906932222,0,0.768292255411942,0,-5.6747673632737,1.3887725602999e-08,0.00892857142857143,0.446238122480542,+/+,Bacteria,5.6747673632737
Moniliophthora perniciosa,Erysiphe pulchra,0.37937388961588,0,0.0365836795443796,0.402862735912548,-5.64219713604955,1.67893702801948e-08,0.00912698412698413,0.446238122480542,+/0,Eukaryota,5.64219713604955
Erysiphe pulchra,Edhazardia aedis,-0.119796770937059,0.0106275633383008,0.225617429198794,1.74402318364741e-07,5.44330866265531,5.22999064480921e-08,0.00972222222222222,0.446238122480542,-/+,Eukaryota,5.44330866265531
Brachyspira pilosicoli,[Eubacterium] eligens,-0.020627213881484,0.661136401475463,0.313971817878867,1.78523862359725e-13,5.37539335619615,7.64156701879903e-08,0.00997023809523809,0.446238122480542,0/+,Bacteria,5.37539335619615
Moniliophthora perniciosa,Thielaviopsis punctulata,0.274363915736108,2.7767885768526e-09,-0.0630130240162277,0.149358392184032,-5.3613608246271,8.25973464046296e-08,0.0100198412698413,0.446238122480542,+/0,Eukaryota,5.3613608246271
Gemella morbillorum,Dialister pneumosintes,0.542406907876547,0,0.264319023551764,7.66994689982425e-10,-5.23909645722777,1.61364685999026e-07,0.010515873015873,0.446238122480542,+/+,Bacteria,5.23909645722777
Roseburia intestinalis,Pseudocercospora musae,0.386701716496965,0,0.0762211889648256,0.0810156850286021,-5.15717356462372,2.50705394435175e-07,0.0110615079365079,0.446238122480542,+/0,Intersect,5.15717356462372
Moniliophthora perniciosa,Sphaerulina musiva,0.34529187148385,3.68594044175552e-14,0.030287120174886,0.488642305441512,-5.12987991645782,2.89927069319576e-07,0.0113095238095238,0.446238122480542,+/0,Eukaryota,5.12987991645782
Erysiphe pulchra,Albugo candida,-0.0657378245498002,0.16200936016445,0.256253262883025,2.56502774576006e-09,5.10086972521587,3.38096227234808e-07,0.0114583333333333,0.446238122480542,0/+,Eukaryota,5.10086972521587
Parvimonas micra,Aspergillus rambellii,0.32289864020727,1.77813319623965e-12,0.00915329194394244,0.834266548722475,-5.06663761247083,4.04904064814937e-07,0.0115575396825397,0.446238122480542,+/0,Intersect,5.06663761247083
Aspergillus rambellii,Moniliophthora perniciosa,0.338429999656465,1.25455201782643e-13,0.584756509303461,0,4.9362233669603,7.96498799088451e-07,0.0119047619047619,0.446238122480542,+/+,Eukaryota,4.9362233669603
Streptococcus salivarius,Pichia kudriavzevii,0.428725737966729,0,0.140380396079036,0.00126045427333277,-4.9312256562242,8.17152709626507e-07,0.0119047619047619,0.446238122480542,+/+,Intersect,4.9312256562242
Trichoderma atroviride,Phytopythium vexans,0.364955393103486,8.88178419700125e-16,0.0708945943753787,0.104681472924457,-4.84655029699279,1.25626749580178e-06,0.0125496031746032,0.446238122480542,+/0,Eukaryota,4.84655029699279
Albugo candida,Naumovozyma dairenensis,0.321904922667221,2.0961010704923e-12,0.0281893145656766,0.519259761661409,-4.75317183123011,2.00250018621669e-06,0.0130952380952381,0.446238122480542,+/0,Eukaryota,4.75317183123011
Parvimonas micra,Sphaerulina musiva,0.311997931703405,1.04638520070921e-11,0.0199510634604544,0.648323767236539,-4.71007783158447,2.47622211271382e-06,0.0132440476190476,0.446238122480542,+/0,Intersect,4.71007783158447
Gemella morbillorum,Fusobacterium periodonticum,0.316928209396901,4.73621142305092e-12,0.0257518106221812,0.556036150090397,-4.70490651039835,2.53982314608657e-06,0.0132440476190476,0.446238122480542,+/0,Bacteria,4.70490651039835
Sphaerulina musiva,Leucoagaricus sp. SymC.cos,-0.106097220073252,0.0237719539044328,0.192400609915612,9.01729638380644e-06,4.6871084952712,2.77092089103595e-06,0.0132936507936508,0.446238122480542,-/+,Eukaryota,4.6871084952712
Phytopythium vexans,Thielaviopsis punctulata,-0.10699260515046,0.0226086184441781,0.189570108106419,1.22574652867691e-05,4.65550110004737,3.23193681074905e-06,0.0132936507936508,0.446238122480542,-/+,Eukaryota,4.65550110004737
Gemella morbillorum,Pichia kudriavzevii,0.274984278706961,2.54937626564811e-09,-0.0155533573661474,0.722181894822322,-4.63228690333335,3.61648503632754e-06,0.0132936507936508,0.446238122480542,+/0,Intersect,4.63228690333335
Erysiphe pulchra,Rhizophagus clarus,-0.115383917156171,0.0138952315452796,0.177039744371747,4.52130409933638e-05,4.58597340070733,4.51876133399242e-06,0.0135912698412698,0.446238122480542,-/+,Eukaryota,4.58597340070733
Pichia kudriavzevii,Choanephora cucurbitarum,0.0496116109164144,0.291505943392436,0.323607424127343,2.88657986402541e-14,4.44899411052,8.62733815806304e-06,0.0143353174603175,0.446238122480542,0/+,Eukaryota,4.44899411052
Erysiphe pulchra,Aspergillus ochraceoroseus,0.253443622618045,4.37640768069514e-08,-0.0260282684872603,0.551802124328369,-4.435067082929,9.20436227097065e-06,0.014484126984127,0.446238122480542,+/0,Eukaryota,4.435067082929
Romboutsia ilealis,Adlercreutzia equolifaciens,0.284721890707484,6.48136433412105e-10,0.0109810264354978,0.801802688946112,-4.38386097373495,1.16594197386692e-05,0.0151289682539683,0.446238122480542,+/0,Bacteria,4.38386097373495
Erysiphe pulchra,Tuber magnatum,-0.0502842952178696,0.285004738083084,0.225022352798381,1.88238846288158e-07,4.34396644545877,1.3993289821293e-05,0.0155753968253968,0.446238122480542,0/+,Eukaryota,4.34396644545877
Erysiphe pulchra,Pneumocystis murina,-0.0577974163988909,0.219020008327825,0.215280543383332,6.37676488501882e-07,4.30192232094863,1.69322676362315e-05,0.0157738095238095,0.446238122480542,0/+,Eukaryota,4.30192232094863
Butyrivibrio proteoclasticus,Prevotella intermedia,0.0019595490614367,0.966787607914876,0.269784878430971,3.30614202681545e-10,4.27249816718835,1.93295142889099e-05,0.0161210317460317,0.446238122480542,0/+,Bacteria,4.27249816718835
Gemella morbillorum,Streptococcus anginosus,0.285632412964715,5.68673552692189e-10,0.0217228994073727,0.61946665669387,-4.23214283480525,2.31475321993847e-05,0.0166666666666667,0.446238122480542,+/0,Bacteria,4.23214283480525
Fusobacterium nucleatum,Edhazardia aedis,0.0248879712633072,0.596864496326063,0.287763253867533,1.81183956726727e-11,4.21899706628227,2.45391465929545e-05,0.0167162698412698,0.446238122480542,0/+,Intersect,4.21899706628227
Gemella morbillorum,Lactococcus garvieae,0.265515433551946,9.17821929569129e-09,0.0033587855093242,0.938801566260354,-4.17919756266355,2.9253947303124e-05,0.0169642857142857,0.446238122480542,+/0,Bacteria,4.17919756266355
