"Gene1","Gene2","CRC_cor","CRC_pVal","CTRL_cor","CTRL_pVal","zScoreDiff","pValDiff","empPVals","pValDiff_adj","Classes"
"Parvimonas micra","Porphyromonas asaccharolytica",0.16235415731099,0.000514951566448429,0.973737876080064,0,31.0471781426819,1.24543552558055e-211,3.6036036036036e-05,0.0833385577586948,"+/+"
"Gemella morbillorum","Porphyromonas asaccharolytica",0.15821478174439,0.000716556052700934,0.822670617264515,0,15.6399726430855,3.88895094100609e-55,0.000720720720720721,0.39288177229099,"+/+"
"Fusobacterium periodonticum","Prevotella intermedia",0.723985112675587,0,-0.00463978147658392,0.915536396639751,-14.3199819294481,1.64165895563465e-46,0.00100900900900901,0.39288177229099,"+/0"
"Parvimonas micra","Gemella morbillorum",0.409160543828703,0,0.857128136630568,0,13.1876993624592,1.03289546307595e-39,0.00169369369369369,0.458572518576253,"+/+"
"Streptococcus salivarius","Streptococcus sp. FDAARGOS 192",0.985107023599042,0,0.922232224869204,0,-13.1051794532535,3.07533964593092e-39,0.00183783783783784,0.458572518576253,"+/+"
"Streptococcus anginosus","Streptococcus sp. HSISS3",0.459422240665015,0,0.848901182551361,0,11.7537094470277,6.75854660094443e-32,0.00356756756756757,0.458572518576253,"+/+"
"Streptococcus salivarius","Streptococcus sp. HSISS1",0.977496166740398,0,0.906799461784959,0,-11.3354214264521,8.76093670195469e-30,0.00410810810810811,0.458572518576253,"+/+"
"Streptococcus sp. HSISS1","Streptococcus sp. HSISS3",0.907697435944044,0,0.975895264085247,0,10.7156758358884,8.59273630473556e-27,0.00522522522522523,0.458572518576253,"+/+"
"Streptococcus sp. FDAARGOS 192","Streptococcus sp. HSISS2",0.936204688214812,0,0.982338532043517,0,10.1716721761369,2.65314213510615e-24,0.00594594594594595,0.458572518576253,"+/+"
"Streptococcus sp. HSISS1","Streptococcus sp. FDAARGOS 192",0.966530622537841,0,0.993214416203486,0,9.48778308581376,2.3599976516083e-21,0.00699099099099099,0.458572518576253,"+/+"
"Streptococcus sp. HSISS3","Streptococcus sp. HSISS2",0.895333425623966,0,0.967800037030092,0,9.45998920860947,3.07974988351484e-21,0.0070990990990991,0.458572518576253,"+/+"
